filename	sent_idx	sentence
Morsel-Eisenberg Koerner 2021.pdf	1	Born in Chambéry in Savoyard France, Colon had come to Lombardy via the Piedmont, the Veneto, and Bologna.
Morsel-Eisenberg Koerner 2021.pdf	2	During the 1470s, he had spent abouttenyearsinMantua,atthetimeundertheruleofLudovicoIIIofGon- zaga.
Morsel-Eisenberg Koerner 2021.pdf	3	There he had grown close to the important Jewish banking families, teachingtheirchildrenandleadingtheirfamilysynagogues,beforesettling inPavia.Colon'snamelikelyderivedfromtheFrenchwordcolombe(dove), buthisTrabottolineageprobablyreachedbackviaTrévouxinFrancetothe Tosafists,thosegreatAshkenazicrabbiswithoriginsinthemedievalRhine- land,wholaterlivedthroughouttheGermanlandsandFrance.2 ThisarticleowesadeepdebttoMargaretKoerner,who,inaconversationwithJoseph KoernerintheLouvre,sketchedthecomplexbacksto
Morsel-Eisenberg Koerner 2021.pdf	5	JosephColon,ShUThaMaharYKha-hạdashim,ed.EliahuDovPines(Jerusalem,1984), §34;hereafterabbreviatedS.
Morsel-Eisenberg Koerner 2021.pdf	7	"SeeEfraimElimelechUrbach,TheTosafists:TheirHistory,Works,Approaches(inHebrew), 2vols.(Jerusalem,1986).OnAshkenaziminItaly,seeMosheShulvass,""AshkenazicJewryin Italy,""YIVOAnnualofJewishSocialScience7(1952):110–31.Foramorerecentwork,seeLucia Colon's ancestry was replete with rabbis, scribes, and scholars who had survived the anti-Jewish violence of the Crusades, blood libels, the Black Plague,andforcedexpulsion.ThisviolentpastetcheditselfintoAshkenazic collectivememoryviamemorialfasts,liturgicalpoe"
Morsel-Eisenberg Koerner 2021.pdf	8	Individual rulers extended privileges (con- dotte) to specific Jewish families permitting them to settle in their towns sothattheycouldcontributetothelocalfinancialsystem,usuallybymoney- lending.Thus,smallgroupsofJewsacquiredarecognizedplaceinsuchlo- calities,althoughtheysufferedpopularviolenceandanti-Jewishlegislation, such as the requir
Mourelle 2024.pdf	0	A Situationist in Autumn: Guy Debord, Translator of Jorge Manrique Noel Blanco Mourelle Eventhoughtheideathatpeopleshouldbetaughthowtodieisnotexclu- sive to Christianity, a subgenre of treatises geared to provide a theological foundation to the finite nature of life, consolation before the loss of loved ones,andrelieffromthefearofone'sinevitablepassingflourishedinWestern Europe,particularlyduringthefifteenthcentury.Thesetreatisesareknownas artesbenemoriendi(artsofdyingwell),andtheybecamepopulara
Mourelle 2024.pdf	1	Foranoverviewoftheoriginsofthistradition,seeEmilioMitre,Lamuertevencida: ImágenesehistoriaenelOccidenteMedieval(1200–1348)(Madrid,1988),pp.89–130.
Mourelle 2024.pdf	3	Itisbelievedthatatleastthemorepersonalpartsofthepoemwerecomposedafter 11November1476,thedayRodrigoManriquedied.However,hecouldhavewrittenthemore universalpartspriortotheevent.Whatseemsclearisthatallthefifteenth-centuryversionsof thepoem,asmanuscriptandinprint,proceedfromalostsongbookcompiledatthecourtof Manrique(1440–1479)wasaCastiliannoblemanimmersedinthecomplex politics ofhis time,takingpart in dynastic disputes andultimatelydyingin militaryactionthatresultedfromthese.Hewasalsoactiveintheliter
Mourelle 2024.pdf	4	At the same time,thepoemisavehiclefortheuniversalityofitsmaintheme—thediffer- entfacetsofdyingthatManriquerepresentedthroughasetofmetaphors— and,veryclearly,aproductofitsera.WhileManriquearticulateditwitha certaindegreeofauthorialconsciousness,hispoemwaspopularizedinboth manuscriptandprintedsongbooks.Throughtheseitbecamealiteraryclassic oftheCastilianautumnoftheMiddleAges,appreciatedinpartbecauseits expressionandmeterarelesslaboriousthanthatofotherpoeticmodelsof thetime,suchasJuandeMena's(1411–1
Mourlet 2022.pdf	0	On a Misunderstood Art ( ) Michel Mourlet Translated by Gila Walker There is amisconception aboutcinema.
Mourlet 2022.pdf	1	I mean, one that residesat the verycoreoftheelitewhoprofesstocreateortounderstandtheart.Extreme confusiongovernstheirjudgmentsandtheirworks.Alackofopennessin- clinessometoconsidercinemaaminorentertainment,readilydiscardedto getbackdowntoseriousthings,suchasliterature.Alackofhighstandards leadsotherstofilltheirfifty-yearpantheonwithahundredgreattalentsand discoveranimportantworkeveryweek.Thelatterarethemoredangerous, astheformerspecieswoulddieoutunderthemereweightoftimeandself- evidenceifitwereno
Mourlet 2022.pdf	2	Without knowing what theyareseekingfromit,howpersuasivecouldtheybeaboutlovingcinema?
Mourlet 2022.pdf	3	Whereas the time-honored arts are equipped with a thermometer, devel- opedlittlebylittlebyactiveconsumers,theminoritythatultimatelyimposes its tastes on the passive majority—whence a statistical agreement on the ends and their execution—by contrast, cinema viewers are left to their owndevices,thrownnakedontotheirseats,untouchedbyhabitsandlaws.
Mourlet 2022.pdf	4	"Theyhavetotraveltheentireroadeverytimeandreinventthetableofval- ues,whileloversofmusicorpoetry,releasedbythecenturiesfromtheneed tojudge,cansurrendertotheirenjoymentwithconfidence.Filmviewersare not guided by culture to a reverence whose protocol has been established MichelMourlet'sessayfirstappearedas""Surunartignoré,""Cahiersducinema17,no.98 (1959):23–37.ItwasfeaturedprominentlyinacollectionofhiswritingsSurunartignoré:La miseenscènecommelangage(Paris,1965)andtheninslightlyrevisedversionwithadded"
Mourlet 2022.pdf	5	484 Michel Mourlet / On a Misunderstood Art overtime;onthecontrary,thisverycultureimpedestheircomprehensionof anartthat,topossessitsownresources,mustnecessarilynotproceedfrom thesameinteriorcriteria1asthoseforwhichthiscultureprovidesthemodel.
Mourlet 2022.pdf	6	Theydrawfromthemselvestheirstandardsandclarity,developingandma- turingontheirownthroughcontactwiththeworks.Therecanbenocheat- ing.Cinemaisapowerfulrevealer.Whencethetumultandcommotionthat can sometimes astonish habitual viewers in dark theaters where the passive and the active divided into thousands of contradictory parts have the same vocalpower.Asdividinglinesformnonetheless,themajorityultimatelypre- vails,andit'snaturallythatofthemostnear-sightedimmobility.
Mourlet 2022.pdf	7	Iproposetosketchananalysishereoftherescinematographica,consid- eredinitsbeingandbeyondtheprejudicesthatobscureit.Thecinemahas onlyjustbeenborn.Itissearchingforitself,andwe'researchingforit.Itis graduallygaininganawarenessofitselfthroughitsvariants.Itistheartthat requiresthegreatestavailabilityandflexibility,areadinesstorenounceto- morrowthegodthatwasworshipedyesterday.Let'simaginetheidealspec- tatorattheedgeofthescreen,amonsterofinnocenceandrigor.
Mourlet 2022.pdf	8	Cinema Begins with the Talkie Itmayseemodd,andevenatoddswiththeprecedinga
Mukherjee 2023.pdf	0	Sensitivity and Sensing: Toward a Processual Media Theory of Electromagnetic Vibrations Rahul Mukherjee AtaCalcuttatownhallin1895,theBengali/IndianbiophysicistJagadish Chandra Bose gave a spectacular presentation of his research on electro- magnetism.
Mukherjee 2023.pdf	1	Using aspark-gap transmitter, he dispatched a 60-GHz signal thatpassedthroughthreewallsandthebodyofBengal'slieutenantgover- nor to a funnel-shaped horn antenna and detector seventy-five feet away.1 Onreachingtheantenna,thesignaltriggeredacontraptionthatrangabell andexplodedsomegunpowder.Theringingofthebellandfiringofthegun werenotachievedbyhumanhands,butratherbyinvisibleraysthatcould travelnotonlythroughairbutalsothroughwood,humanbodies,andstone walls.2Thisdramaticexperimenttookplacesixyearsbefo
Mukherjee 2023.pdf	2	"Like Marconi's endeavor, Bose's Calcutta experiment also involved Thankstothespecialissueeditorsandmanagingeditorfortheirrigorousengagementwith thearticle.IwouldalsoliketothankSethCluett,JanetWalker,andPujitaGuhafortheirin- sightsonplantsensingandtoBrianLarkin,DebashreeMukherjee,ShintaroMiyazaki,and BirgitSchneiderfortheirinvitationstopresentpartsofthisarticleastalksatColumbiaUni- versityandHumboldtUniversity.PortionsofthisarticlepreviouslyappearedinRahul Mukherjee,""SensitivitytoElectromagneticS"
Mukherjee 2023.pdf	3	Unlessotherwisenoted,alltranslationsaremyown.
Mukherjee 2023.pdf	5	"SeeTheodoreS.Rappaport,WonilRoh,andKyungwhoonCheun,""SmartAntennas CouldOpenUpNewSpectrumFor5G,""IEEESpectrum,28Aug.2014,spectrum.ieee.org /smart-antennas-could-open-up-new-spectrum-for-5g 2."
Mukherjee 2023.pdf	6	"SeeMeherH.Engineer,""TheMillimeterWaveResearchesofJ.C.Bose,""inRemembering SirJCBose,ed.D.P.SenGupta,Engineer,andVirginiaA.Shepherd(Singapore,2009),pp.63–99."
Mukherjee 2023.pdf	7	sending and receiving radio waves.
Mukherjee 2023.pdf	8	Instead of traveling across the Atlantic Ocean,Bose'srayshadgonelessthanonehundredfeet.3 Bose did not share Marconi's entrepreneurial pursuits.
Mukherjee 2023.pdf	9	Except for one singleexperimentaldevice(theDetectorforElectricalDisturbances),Bose didnotpatenthisradio-waveinstrumentsand,unlikeMarconi,didnotpro- moteradioequipmentforcommercialbroadcasting.4Instead,Bose'sradio- wave emitters/detectors were scientific instruments developed to ascertain how plants respond to external stimuli.
Mukherjee 2023.pdf	10	Bose applied electric stimulus to plants with his wave-emitting instruments, and the sensitivity of plants to suchwirelesswaves,heargued,wasproofthatelectricalsignalswerebeing usedforintercellularcommunicationwithinplantbodies.5 I begin with these anecdotes about Bose and Marconi not toask media studiesscholarstorevisitthehistoryofwirelessradiobuttoexaminehow Bose brought physics and biology together to discern and acknowledge bodily(plant,animal,human)andmetall
Mulligan 2021.pdf	0	Computation and Interpretation in Literary Studies John Mulligan Introduction A productive tension between computational and interpretive methods inthehumanitieshasbeen unnecessarily reifiedintoanirreducible, onto- logicalgap,despiteworkthattroublesthedivide:emergenttoolsthatstage weirdcloseencounterswithtraditionalobjectsofstudyandinterdisciplin- arytheorizationsofhowourresearchpracticeshavechangedwithinanin- creasingly digital milieu.
Mulligan 2021.pdf	1	"Alison Booth's proposed ""mid-range reading""1 and Elizabeth Maddock Dillon's""textualmapping,""2aswellasMartinPaulEve'sandN.Katherine Hayles'sclosereadingsoftextualdata,havesoughttocreatehybridmodels thatwouldreconciledigitalworkwiththereadingtechniquesthathavelong beenparticularlyvaluedinliterarystudies.3Inthisarticle,Ilayoutarather differentaccountoftherelationshipbetweenthedigitalworkthathasbeen calleddistantandthetechniquesofclosereading.Iarguethatthetwowaysof workingwithliterarytextsaretwopara"
Mulligan 2021.pdf	3	"SeeAlisonBooth,""Mid-RangeReading:NotaManifesto,""PMLA132(May2017):620–27."
Mulligan 2021.pdf	5	"ElizabethMaddockDillon,""ASeaofTexts:TheAtlanticWorld,SpatialMapping,and Equiano'sNarrative,""inReligion,Space,andtheAtlanticWorld,ed.JohnCorrigan(Columbia, S.C.,2017),p.27."
Mulligan 2021.pdf	7	"SeeN.KatherineHayles,Unthought:ThePoweroftheCognitiveNonconscious(Chicago, 2017)and""CombiningCloseandDistantReading:JonathanSafranFoer'sTreeofCodesand theAestheticofBookishness,""PMLA128(Jan.2013):226–31,andMartinPaulEve,CloseRead- ingwithComputers:TextualScholarship,ComputationalFormalism,andDavidMitchell's""Cloud Atlas""(Stanford,Calif.,2019)."
Mulligan 2021.pdf	8	Thesetoolscancountwellenough.Soitisworthaskingwhythedebate overthecolonizationofliterarystudiesbyquantitativemethodshasfocused onthequantificationofliterarylanguage,whichisdifficulttomeaningfully quantify,andwhyithasmostlyignoredcitationsandquotations,whichcon- stitute a more computable and computed domain of literary studies.
Mulligan 2021.pdf	9	Such datacanbereducedtoastraightforwardindexofintellectuallaborasaprac- ticeofmeaning-makingorevensocialorculturalcapital.Butifwetakese- riouslythenotionthatliterarystudiesdoessignificantinterpretivework,and shapesitselfasabroaddisciplineinthecourseofdoingthiswork,thenitis hardlyreductivetosaythatthegrosscommercethatunderwritesinstitutional knowledgeproductioncanbereadinfrastructurally.
Mulligan 2021.pdf	10	lem miss the fact that these methods are doing work and that this work is reflective of changes that are already underway in the way that we read now.
Mulligan 2021.pdf	11	The proponents of computational methods, at least, do have a sense of the peculiarity of their work.
Mulligan 2021.pdf	12	"The spatial metaphorics at play become PiranesianwhenFrancoMorettiarguesthat""close""readingismyopicand his critics call his method irreducibly ""distant"" (that is, orthogonal) from textuality inasmuch as it abandons reading for counting.4 And along the viamediawehavemetsomeuncannilyhumaniformspeciesofmediating, he"
Nagel 2020.pdf	0	Slut-Shaming Metaphorologies: On Sexual ' Metaphor in Goethe s Wilhelm Meister Barbara N.
Nagel 2020.pdf	1	"Nagel Sucked–Out Lemons FewsexualmetaphorsaresostrikingasImmanuelKant'suseofalemon intheLecturesonEthics.Intheparagraph""OfDutiestotheBodyinRegard to the Sexual Impulse,"" Kant critically opposes the sexual inclination (Geschlechterneigung)tothehigherloveofthehuman(Menschenliebe)and inclination,theymakethepersonintoanobjectoftheirappetite.Assoon asthepersonispossessed,andtheappetitesated,theyarethrownaway,as onethrowsawayalemonaftersuckingthejuicefromit.""1Whencomparing sextosuckingoutalemon,Kantap"
Nagel 2020.pdf	2	Unlessotherwisenoted,alltranslationsaremyown.
Nagel 2020.pdf	4	ImmanuelKant,LecturesonEthics,trans.PeterHeath,ed.HeathandJ.B.Schneewind (NewYork,2001),p.156.
Nagel 2020.pdf	6	"InGeorgeGascoigne'sAHundrethSundrieFlowresBoundeUpinOneSmallPoesie (1573),thelyricalIfindsinhisgirlfriend'spocketaletterbyheroldlover(""oldleman"");he confrontsherinepistolaryformthathefound""alemanwhich[he]lookednot""and""will (henceforth)takelemansas[he]find[s]them.""Theindignantloverreplies,""Alemon(but examples,surprisinglyclosetoKant's,ofpeoplebeingused""likeanorange, squeezedofitsjuice,andthrownaway.""3Aroundthesametime,orangesand lemonsservetofiguremistresses,prostitutes,aswellasmorenarrowlythe va"
Nagel 2020.pdf	7	"The lemon is the perfect example to ease our way into the discussion ofsexualmetaphorandslut-shamingmetaphorologiesinspecific.Itshows how a metaphor that starts off as neutral and applying to all sexes turns pejorativewhenitisappliedtothefemalesexalone.Thus,whileaccording totheOxfordEnglishDictionary,""lemans""(lemonsandlemmans)originally refertomenandwomenalike,assoonasthemeaningoflemonis""chieflyap- plied to the female sex"" it becomes pejorative: sexual metaphor + woman = sluttiness.4 Luckily, th"
Nagel 2020.pdf	10	"'tilthejuicerundownmyleg,baby,youknowwhatI'mtalkingabout"").5 Finally, Kant's example serves as a reflection on the traditional philo- sophical way of mobilizing metaphor as secondary means, as an illustra- tion of something else."
Neer 2019.pdf	0	"Lightweight: Mizoguchi, Ugetsu, and the Displacement of Criteria Richard Neer Imagineitwerereallyacaseofpatternsonalongribbon.Theribbonmovespastme andnowIsay""ThisisthepatternS,""now""ThisisthepatternV.""Sometimesforape- riodoftimeIdonotknowwhichitis;sometimesIsayattheend""Itwasneither.""..."
Neer 2019.pdf	1	Butwhyinthecaseofthepatternsdoesonemakethisdistinctionthatissodifficultto grasp?Becauseitisofimportanceinourlife.
Neer 2019.pdf	2	"—LudwigWittgenstein1 MizoguchiKenji(1898–1956)isbygeneralconsensusoneofthegreatdi- rectorsofclassicalJapanesecinema(fig.1).Yetheislessendearingthanhis friendOzuYasujirō,lessexcitingthanhisrivalKurosawaAkira;hisfilmslack thenovelisticdepthoftheformer'sLateSpring(1949)ortheexcitementof thelatter'sYojimbo(1961).""Ibelieveitismuchmoreimportant,""Mizoguchi oncesaid,""toshowthefilm'ssubject—theauthor'sthought—thantotella story.""2Thisnotionof""showingthought""impliesafairlybroaddefinition ofintellection.Itr"
Neer 2019.pdf	4	LudwigWittgenstein,TheInnerandtheOuter,1949–1951,vol.2ofLastWritingsonthe PhilosophyofPsychology,trans.C.G.LuckhardtandMaximilianA.E.Aue,ed.G.H.von WrightandHeikkiNyman(Malden,Mass.1992),pp.42–43.
Neer 2019.pdf	6	"QuotedinYoshikataYoda,SouvenirsdeKenjiMizoguchi,trans.KoichiYamada,Ber- nardBéraud,andAndréMoulin(Paris,1997),p.112.AndréBazinagreed:""Therhapsodic narrationisnotconcernedwithanydramaticprogression""(AndréBazin,""LaVied'O'Haru,"" L'Observateurd'aujourd'hui,11Feb.1954,p.22)."
Neer 2019.pdf	7	472 Richard Neer / Lightweight FIGURE 1.
Neer 2019.pdf	8	Mizoguchiwithhiscollectionofpottery.
Neer 2019.pdf	9	Richard Neer isBarbaraE.andRichardJ.FrankeDistinguishedServicePro- fessorofArtHistory,CinemaandMediaStudies,andtheCollegeattheUniversity ofChicago.From2010to2018hewastheexecutiveeditorofCriticalInquiry, wherehecontinuestoserveascoeditor.Startingin2019hewillbedirectorofthe FrankeInstitutefortheHumanitiesattheUniversityofChicago.
Neer 2019.pdf	10	closeupandsoon)anddonotprioritizeidentificationwithcharacters.3Stan- dardexegeticalstrategiesintermsofcharacterandactioncanthereforeseem inapt.Avowedlyinterestedinperceptualpsychology,psychosomatics,and synaesthesia,Mizoguchiwantedhisshotstobehypnotic,aresponseinimical tothelanguageofproblemsolvingandmoralevaluationthatpervadesmain- streamfilmstudies.4Thisqualitymakeshisfilmsparticularlyinterestingboth inthemselvesandashistoriographicspecimens:anythingsoobdurateisapt torevealbackgroundconditions
Neer 2019.pdf	11	Ugetsumonogatariisexemplaryinthisregard.ThisfilmestablishedMi- zoguchi's international reputation by winning a Silver Lion at the Venic
Newheiser 2020.pdf	0	"' "" Introduction to Jacques Derrida s Christianity "" and Secularization David Newheiser JacquesDerridapresented""ChristianityandSecularization""ata1996col- loquium tomark the publication ofa collection he coedited underthe title La Religion.1 Alongside three other contributors to the collection—Gianni Vattimo, Vincenzo Vitiello, and Maurizio Ferraris—Derrida reflected, for the first time at length, on secularization as a historical process."
Newheiser 2020.pdf	1	By ques- tioning the category of religion, this essay clarifies the ambivalence that characterizes Derrida's longstanding interest in religious traditions.
Newheiser 2020.pdf	2	"Derrida's writings on religion tend tofocus on Jewish and Christian au- thorswhoblurtheboundariesofreligiousbelonging.Derridawasevidently drawntotheself-criticaldimensionofthesetraditions,butinhisearlywrit- ingsherarelycalledthecategoryofreligionintoquestion.Thatchangedwith Derrida's contribution to the collection celebrated in Naples, ""Faith and Knowledge:TheTwoSourcesof'Religion'attheLimitsofReasonAlone.""2 Asthescarequotesinthetitlesignal,thisessayarguesthatthewordreligionis markedbyitsLatinge"
Newheiser 2020.pdf	3	"Whereas""FaithandKnowledge""is(byDerrida'sownaccount)telegraphic andabstract,""ChristianityandSecularization""ismoredirect.Followingindi- cations in the earlier essay, Derrida argues that Enlightenment critiques of Unlessotherwisenoted,alltranslationsaremyown."
Newheiser 2020.pdf	5	"SeeReligion,trans.DavidWebbetal.,ed.JacquesDerridaandGianniVattimo(Stanford, Calif.,1998).SeealsoDerrida,""ChristianityandSecularization,""trans.DavidNewheiser,Critical Inquiry47(Autumn2020):138–48."
Newheiser 2020.pdf	7	"SeeDerrida,""FaithandKnowledge:TheTwoSourcesof'Religion'attheLimitsofRea- sonAlone,""trans.SamuelWeber,inReligion,pp.1–78."
Newheiser 2020.pdf	8	136 David Newheiser / Introduction ChristianityoftenappealtoamoreoriginaryorauthenticChristianity.Inhis view, Immanuel Kant and Voltaire exemplify the process of secularization insofarastheydispensewithChristianityinthenameofadeeperfidelityto Christiantradition.AccordingtoDerrida,insofarassecularizationsurrepti- tiouslymaintainsaChristianheritage,itmirrorsthetermreligionbyclaiming aneutralitythatitdoesnotpossess.
Newheiser 2020.pdf	9	"Against this background, ""Christianity and Secularization"" revisits the concepts that orient Derrida's earlier writings on religion."
Newheiser 2020.pdf	10	As he observes, his earlier work treats the messianic as a universal structure of experience, anorientationtowardthefuturethatdoesnotdependonanyreligioustradi- tion.3Derridanotesthatthisgestureissecularizinginsofarasitabstractsfrom religious particularity while being shaped, nevertheless, by the Abrahamic religions.Incontrast,DerridasuggeststhatthePlatonictermkhōraiscon- ceptuallypriortothereligious.Whereas conceptssuchasmessianismand negativetheologyremainmarkedbyreligionpreciselybecausetheyhav
Ng 2023.pdf	0	Trans Romance: Queer Intimacy and the Problem of Inexistence in the Modern Novel Zhao Ng 1.
Ng 2023.pdf	1	"Introduction: Leave No Fingerprints InDjunaBarnes'sNightwood(1936),theIrishCatholicwiththeparticu- larlyqueenlytitle—DoctorMatthew-Mighty-grain-of-salt-Dante-O'Connor— givesusthefollowingconfessioninthemidstofoneofhisjeremiads:anim- passablegulf,heavows,existsbetweenhimandthe""Sodomites""heattempts tolove.Because""it'sawomanlovingoneofthem,""intimacyismadeimpos- sible, and he comes down ""a dummy in their arms."" Unable to enter and inhabithisownbody,helaments:""Thisloverhascommittedtheunpardon- ableer"
Ng 2023.pdf	2	Now Proust was a homosexual, and stayed in bed for years with nothing but milk and crescent rolls and a work of art, but my God the difference.
Ng 2023.pdf	3	"Possibly because he did do plenty about his crookedness while he could get around, went through with his something, and James kept his in a pair of mittens.2 Barnes appears to have ""transed"" Henry James ahead of the development oftransstudiesinmorerecenttimes,onthebasis,however,ofanotionof inexistence significantly at odds withthe varietiesof ""fluidity""and subject positions that more often characterize the theoretical domain.3 Her read- ings of James and Marcel Proust are by turns irreverent and"
Ng 2023.pdf	5	DjunaBarnes,Nightwood(NewYork,2006),p.100;hereafterabbreviatedN.
Ng 2023.pdf	7	Barnes,lettertoEmilyColeman,15Dec.1938,DjunaBarnesPapers,SpecialCollections, UniversityofMarylandLibraries,seriesII,box3,folder12.
Ng 2023.pdf	9	"SeeScarletLuk,""ThePortraitofa(Trans)Narrator:HenryJames's'TerribleFluidity,'"" TheHenryJamesReview40,no.2(2019):110–24."
Ng 2023.pdf	10	"186 Zhao Ng / Trans Romance psychoanalystsfromtimetotime,""Barnesaddsinthesameletter,almostas ifgoadingColemanintoamoreintimate—unbearablyclose—readingofher words.4 What, after all, did Proust ""do plenty"" of?"
Ng 2023.pdf	11	"What indeed was the natureoftheinstrumentand/orobjectofhisplentiful""crookedness""?Cer- tainly,AubreyBeardsley—whoserenownedinkdrawingsinfluencedBarnes's own—wasinpossessionoffingersthatgaveoneanimpressionof""crooked- ness,""withtheconsequencethatthemanandhistoolsendedupraisedinto symbolsofdecadentart,alongwiththeregulartrainofassociations—degen- eration,eroticism,pathology—thatinevitablytailtheepithet.5Toallappear- ances,Proust'sfingerswereconsiderablylesscrooked—andstumpier—but we return to the fa"
Nordblad 2021.pdf	0	On the Difference between Anthropocene and Climate Change Temporalities Julia Nordblad Competing Conceptions of the Environmental Predicament Anincreasingnumberofscholarsinvariousdisciplinesgrapplewiththe issueofhowthecomplexthreatstotheplanet'slife-supportsystemsshould bestbeunderstoodandaddressed.Thisessaycomparestwodominatingcon- ceptualizationsofthecurrentcrisis,theAnthropoceneandclimatechange, withrespecttohowtheycanbedeployedtohelpthinkaboutthedynamics ofpoliticalaction.1 ThetermAnthropoce
Nordblad 2021.pdf	2	ThefollowingdiscussionoftheAnthropocenetemporalitytreatsavarietyoftitlesfrom thefieldbutdoesnotclaimtogiveacompleteoverviewofthenowvastliteratureonthetopic.
Nordblad 2021.pdf	3	ThediscussioncentersonJeremyDavies,TheBirthoftheAnthropocene(Oakland,Calif.,2016); hereafterabbreviatedB.DaviesoffersanexcellentaccountoftheAnthropoceneconceptand thedisagreementsitharbors.Thisbookisalsooneofthemostambitiousattemptstousethe Anthropoceneforframingapoliticalunderstandingofourmomentintime.Butassuchitinev- itablyalsoexemplifiesthepoliticallyproblematictemporalstructureoftheAnthropocene.The discussionofclimatechangetemporalitybuildsonarticlesonclimatechangeinscientific publicationsbu
Nordblad 2021.pdf	4	PachauriandLeoMeyer(Geneva,2014),hereafterabbreviatedCC;andGlobalWarmingof1.57C, ed.ValérieMasson-Delmotteetal.(Geneva,2018),www.ipcc.ch/sr15/ article.2In2014itreceivedanentryintheOxfordEnglishDictionary(seeB, p.56).TheinterestfortheAnthropocenewithinthesocialsciences,thearts, andthehumanitiesisgrowingbytheday;whatwasonceageologicalcon- ceptisnowarguablyoutgrowingitsstatusasatrendingbuzzwordandonits way to becoming the dominating framework for thinking about and dis- cussingthemountingenvironmen
Nordblad 2021.pdf	5	Theclimatechangeconceptisofanolderdate.Thescientificstudyofthe concentrationofgasesintheatmosphereandthepossibleramificationsfor globaltemperaturestartedinthelatenineteenthcentury.3Thecurrentpo- sitionofclimatechangeininternationalpoliticsishoweverofamuchlater date.Themostauthoritativeandinfluentialinstitutionforsynthesizingand communicatingclimatescienceresultstoday,theUNIntergovernmentalPanel onClimateChange(IPCC),wasfoundedin1988.4Amongscholarsinthehu- manities in recent years, the interest i
Oksala 2023.pdf	0	"Neoliberal Subjectivation: Between Foucault and Marx Johanna Oksala DanielZamoraandMichaelBehrent'seditedvolumeFoucaultandNeo- liberalism (2016) became the topic of a heated debate in the philosophical blogosphereforawhile.TheeditorscontendthatMichelFoucaultwas""se- duced""byneoliberalism;hefacilitateditsriseandbetrayedtheMarxistleft.1 The book's claims are arguable, textually ill-founded, and sensationalist, but the book is nevertheless symptomatic of the fractured and conflictual response in the"
Oksala 2023.pdf	1	"DanielZamora,""Introduction:Foucault,theLeft,andthe1980s,""inFoucaultandNeo- liberalism,ed.ZamoraandMichaelC.Behrent(Malden,Mass.,2016),p.3."
Oksala 2023.pdf	3	"ManyFoucaultscholarswerepuzzledandsurprisedbythestirthebookcaused.Verena ErlenbuschsuggestedthatthecontroversyhadmoretodowithZamora'sBallastinterviewtrans- latedinJacobinMagazine,provocativelytitled""CanWeCriticizeFoucault?,""thanwiththebook itselfbecausemanyoftheargumentspresentedinitwerenotasprovocativeastheinterviewsug- gested;seeVerenaErlenbusch,""NeoliberalismandtheGenealogyofBiopolitics,""Anundfürsich, 2Jan.2015,itself.blog/2015/01/02/foucault-and-neoliberalism-aufs-event-verena-erlenbusch-neo"
Oksala 2023.pdf	4	"SeeLoïcWacquant,""ThreeStepstoaHistoricalAnthropologyofActuallyExistingNeo- liberalism,""SocialAnthropology20(Feb.2012):68."
Oksala 2023.pdf	5	582 Johanna Oksala / Neoliberal Subjectivation spawnedextensiveresearchagendasandvehementcritiquesofeachother.4 TheMarxistapproachestypicallyviewtheneoliberalturnasasystemicand inevitableoutcomeofthestructuralandessentiallyeconomiccontradictions incapitalism.Thepreexistingeconomicarrangementsforensuringcapitalist accumulationwereexhaustedorhadprovendeficientbythe1970s,andnew ones were urgently required to restart and revitalize the process.5 The Fou- cauldian governmentality literature,onthe oth
O’Neill 2023.pdf	0	Ecomedia in the Wild: Camera Traps, Geiger Counters, and Radioactive Boars ' D.
O’Neill 2023.pdf	1	Cuong O Neill On 11 March 2011, at 2:46 p.m., a 9.0-magnitude earthquake generated a record-high tsunami that flooded the Fukushima Daiichi Nuclear Power Plant in Tôhoku, the northeastern region of Japan.
O’Neill 2023.pdf	2	In the following weeks, the region saw the release of radioactive isotopes such as iodine-131, cesium- 134, and cesium-137, among others.1 The situation forced tens of thousands ofpeopletoevacuate,turningtownsandvillagesintonuclearexclusionzones.2 Over the next few years, an increasing number of animals, emboldened by human absence, were seen roaming the streets where wild grass and weeds spreadwithabandon.Althoughmuchofthe20-kilometerexclusionzonere- mains uninhabitable for humans, these images
O’Neill 2023.pdf	3	As media attention zooms in on the domain of wildlife, images of ani- mals,operatingattheintersectionsofthescientificandthejournalistic,work toforge adistinctive and influential story ofrewildinginwhichnotions of Unlessotherwisenoted,alltranslationsaremyown.
O’Neill 2023.pdf	5	"Theseincludestrontium-90andplutonium-238.Scientistsinitiallythoughtthatonlyvo- latilegaseousradionuclideswerereleased,butithasbecomeapparentthatmicroradioactive particlesthatposelong-termhealthriskswerealsoreleased.See""FukushimaRadioactiveParticle ReleaseWasSignificant,SaysNewResearch,""ScienceDaily,24May2018,www.sciencedaily.com /releases/2018/05/180524104104.htm 2."
O’Neill 2023.pdf	6	"Japaneseauthoritiesimplementedathirty-kilometerexclusionzonearoundthepower plant.Thesituationresultedinthecontinueddisplacementofapproximately156,000peopleas of2013.SeeMasaharuMaedaetal.,""Fukushima,MentalHealthandSuicide,""JournalofEpide- miologyandCommunityHealth70(Mar.2016):843–44."
